,Unnamed: 0,Assessment,Question,Proof,Identify.Base.Case,Prove.Base.Case,Hypothesis.is.stated,Hypothesis.is.given.some.bound,Goal.is.Clear,Expression.of.Size.k.1.is.decomposed.into.expression.of.size.k,Inductive.Hypothesis.is.applied,Graded.By,Semester
352,353,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"we have out induction hypothesis:


g(n) = 2 - 2/(3^n)


To prove this first we will have to prove our base case

which is g(0) and g(1)

so, when we plug them into the equation:

for g(0), we get 2-2/1 = 0

for g(1), we get 2-2/3 = 4/3 

Hence our base cases are true,

then we use the given equation for the values(2,3,4,5 . . . k) 

Then if we keep plugging values in we notice a trend in the values of g(n)

the numenator is always 2(3^n) - 2,

and the denomenator is always 3^n

putting these together we get 2(3^n - 2)/3^n

this can also be written as 2 - 2/3^n

hence proving the equation


",2,2,2,0,0,0,0,Seth,sp22
353,354,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"Proof by induction on n.

Assume P(n) is the statment that for a natural number n which is >=2, g(n) = 2 - 2/3^n.

To prove P(2) is true: 

LHS = g(2) = 4/3 g(1) - 1/3 g(0) = 16/9 - 0 = 16/9; 

RHS = 2 - 2/3^2 = 2 - 2/9 = 16/9. Because LHS = RHS, P(2) is true;

Suppose P(k) is true, then the following statement is true:  g(k) = 2 - 2/3^k.
Now, we want to prove that P(k+1) is also true.

LHS = 4/3 g(k) - 1/3 g(k - 1) = 4/3*(2 - 2/3^k) - 1/3*(2 + 2/3^(k - 1)) = 8/3 - 8/3^(k+1) - 2.3 + 2/3^(k) = 
2 - 2/3^(k+1).

RHS = 2 - 2/3^(k+1) and because LHS = RHS, P(k+1) is true.

To conclude, P(k+1) is true whenever P(K) is true. Therefore, P(n) is true.

Q.E.D",1,2,2,1,2,2,2,Seth,sp22
354,355,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"As we are given, $g(n)$ $=$ $\frac{4}{3}$$g(n-1)$ - $\frac{1}{3}$$g(n-2)$ for $n > 1$, where n belongs to $N$.

Therefore, taking that into account, $g(n+1)$ $=$ $\frac{4}{3}$$g(n)$ - $\frac{1}{3}$$g(n -1)$

Let us assume that, for n = k, $g(k)$ $=$ $2$ - 2/3^k, is true.

Then, $g(k+1)$ $=$ 8/3 - 8/2^(k+1) - 2/3 + 2/3^k = 2 - 2/3^(k+1), which is what we had to prove.",0,0,2,1,2,2,2,Seth,sp22
355,356,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,We can set 2 - 2/3^n = 4/3g(n-1) - 1/3g(n-2) for any n >= 2. The resulting of these two numbers should be equal to g(n) = 2-/3^n.,0,0,0,0,0,0,0,Seth,sp22
356,357,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"We use strong induction on $n$. Let $P(n)$ be the assertion $g(n)=2-2/3^n.$

Base Case: $n=0$. $P(0)\equiv g(0)=2-2/3^0,$ which is true.

Inductive step: Assume for an arbitrary positive integer $k$, $P(0)\wedge\cdots\wedge P(k-1)$ hold. Then
$$g(k)=\frac43g(k-1)-\frac13g(k-2)\stackrel{(\bullet)}=\frac43\left(2-\frac2{3^{k-1}}\right)-\frac13\left(2-\frac2{3^{k-2}}\right)$$
$$=\frac83-\frac8{3^k}-\frac23+\frac2{3^{k-1}}=2-\frac8{3^k}+\frac6{3^k}=2-\frac2{3^k},$$
so $P(k)$ holds. The statement $(\bullet)$ holds from the induction hypothesis.

By strong induction, $P(n)$ holds for all nonnegative integers $n$. $\blacksquare$",1,2,2,2,2,2,2,Seth,sp22
357,358,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"Prove n by induction.

Base Case: $g(2) = \frac{4}{3}g(2 - 1) - \frac{1}{3}g(2 - 2) = \frac{16}{9} = 2 - \frac{2}{3^2}$

Suppose $g(n) = 2 - \frac{2}{3^n}$ is true for n = 1, 2, 3, ..., k - 1.

By definition, $g(k) = \frac{4}{3}g(k - 1) - \frac{1}{3}g(k - 2)$

But $\frac{4}{3}g(k - 1) - \frac{1}{3}g(k - 2)= \frac{4}{3}(2 - \frac{2}{3^{k - 1}}) - \frac{1}{3}(2 - \frac{2}{3^{k - 2}}) = 2 - \frac{2}{3^k} - \frac{6}{3^k} + \frac{2}{3^{k-1}} = 2 - \frac{2}{3^k}$

So $g(k) = 2 - \frac{2}{3^k}$, which is what we needed to show.",1,2,2,2,2,2,2,Seth,sp22
358,359,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"Inductive variable: n;
Base case: g(2) = 4/3 * g(1) - 1/3 * g(0) = 16/9. which equals to 2 - 2/3^2.
Induction step: Suppose that the claim is true for n = 0, 1, 2,..., k. Therefore g(k - 1) = 2 - 2/3^(k-1) and g(k) = 2 - 2/3^k. For k+1. g(k+1) should be 2 - 2/3^(k+1). g(k+1) = 4/3g(k)-1/2g(k-1) = 1/3 * (8 - 8/3^k - 2 - 2/3^(k-1)) = 1/3 * (6 - (8*2^(k-1)+2*3^k)/3^k) = 1/3 * (6 - 3/3^k) = 2 - 2/3^ (k+1). Therefore, the claim is ture for all n.",1,2,2,2,2,2,2,Seth,sp22
359,360,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"=> Induction Hypothesis: g(n) = 2 - (2/(3^n)) for all natural number n;
=> Induction Proof:
=> Let natural number n such that g(n) = 2 - (2/(3^n)) for n = 2, 3, 4, 5, 7, ... , k - 2, k - 1, k; where k is also a natural number;
=> Base Case: When n = 0; g(0) = 2 - (2/(3^0)) = 0;
When n = 1; g(1) = When n = 1; = 4/3
=> General Case: When n = 1; g(n) = (4/3)*g(k-1) - (1/3)*g(k - 2) = (4/3)(2 - (2/(3^(k - 1)))) - (1/3)(2 - (2/(3^(k - 2)))) = ((8/3) - (2/3)) - (8/(3 * 3^(k - 1)) - 2/(3 * 3^(k - 2))) = 2 - (8 - 6)/(3^k) = 2 - (2/(3^k)) = g(n);
=> Thus, It matches for all cases of n;
=> Therefore, we can say that g(n) = 2 - (2/(3^n)) for all natural number n;
",2,2,2,1,2,2,2,Seth,sp22
360,361,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"At the starting case when n = 2, g(n) = 4/3. This is equal to 2-2/3^n. Therefore, the base case is correct. Then we let then last term be k, and we prove that k + 1 also satisfy the statement given our induction hypothesis. G(K+1) = 4/3g(k) - 1/3g(k-1). With tour induction hypothesis, we have G(K+1) = 4/3(2-2/3^k) - 1/3(2-2/3^k-1). = 2 - 4/3x2/3^k + 1/3x2/3^K-1. by manipulating the exponential, we have 2 - 4x2/3^k+1 + 3x2/3^k+1. Which is equal to 2 - (4-3)x2/3^k+1. Which is 2 - 2/3^k+1. This is what we have to show. Proof ends.",1,2,0,1,2,2,2,Seth,sp22
361,362,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"let n be some natural number 

g(n) = 4/3g(n-1) - 1/3g(n-2); n >= 2


g(2) = 4/3g(1) - 1/3g(0)

g(2) = 4/3*4/3 - 0 = 16/9

g(n) = 2- 2/3^n

g(2) = 2 - 2/3^2 = 2 - 2/9 = 16/9",1,2,0,0,0,0,0,Seth,sp22
362,363,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"I will use proof by induction
Base case: n=0, g(0)=2-2/3^0 = 0. n=1, g(1)=2-2/3^1 = 4/3. Holds for base cases.
Let n=k+1 where k is some natural number bigger than or equal to 2. then 4/3g(k)-1/3g(k-1)=2-2/3^(k+1)
plugging in g(k) and g(k-1) on the left side of the equation, we get 4/3(2-2/3^k)-1/3(2-2/3^(k-1)=2-2/3^(k+1).
4/3(2-2/3^k)-1/3(2-2/3^(k-1) = 8/3-8/3^(k+1)-2/3+2/3^k = 2-2/3^(k+1). Which was what we needed to show.
",2,2,0,1,2,2,2,Seth,sp22
363,364,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"g(1) = 2 - 2/3^1 = 4/3, g(0) = 2 - 2/3^0 - 0, g(2) = 4/3(4/3) = 16/9 which is equivalent to g(2) = 2 - 2/3^2 = 16/19",2,2,0,0,0,0,0,Seth,sp22
364,365,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"Using induction, g(n) = 4/3g(n - 1) - g(n - 2) / 3. The formula can be expanded until it reach to g(0) which equals to 0 and g(1) which equals to 4/3. The formula of sum for an array of number while each item equals to a times of previous item is sum = 1/ 1-a. Then g(n) = 2 * (1 - 1 / 3^n) = 2 - 2 / 3 ^ n.",0,0,0,0,0,0,0,Seth,sp22
365,366,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,I have no idea what induction is :(,0,0,0,0,0,0,0,Seth,sp22
366,367,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"Proof by induction. <br/>
Let $n \in \mathbb{N}$. 

Hypothesis: $g(n) = 2-\frac{2}{3^n}$ for any $n$.

Base case: $n=0$. <br/>
$g(0) = 2-\frac{2}{3^0} = 2-\frac{2}{1} = 2-2 = 0$. <br/>
According to the definition of $g$, $g(0) = 0$. So the hypothesis holds true for $n = 0$.

Base case: $n = 1$. <br/>
$g(1) = 2-\frac{2}{3^1} = 2-\frac{2}{3} = \frac{6}{3} - \frac{2}{3} = \frac{4}{3}$. <br/>
According to the definition of $g$, $g(1) = \frac{4}{3}$. So the hypothesis holds true for $n=1$.

So we are proving $\forall n \in \mathbb{N}, g(n) = 2-\frac{2}{3^n}$.

Let $k \in \mathbb{N}$. Let $k = 2$.<br/>
$g(2) = 2-\frac{2}{3^2} = 2-\frac{2}{9} = \frac{18}{9} - \frac{2}{9} = \frac{16}{9}$. <br/>
According to the definition of $g$, <br/>
$g(2) = \frac{4}{3}g(2-1) - \frac{1}{3}g(2-2)$ <br/>
$g(2) = \frac{4}{3}g(1) - \frac{1}{3}g(0)$ <br/>

From what we proved to be true earlier, we have the values of $g(1)$ and $g(0)$. Then: <br/>
$g(2) = \frac{4}{3}(\frac{4}{3}) - \frac{1}{3}(0) = \frac{16}{9} - 0 = \frac{16}{9}$. <br/>



So the hypothesis holds true for $n \geq 2$.

Then $g(n) = 2-\frac{2}{3^n}$ for any $n$, which is what we needed to show. QED.",2,2,0,0,0,0,0,Seth,sp22
367,368,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"The function g is from the natural numbers to real numbers.

g(n) = 2 - 2/3^n for any natural number n.

Proof By Induction:

1) Use induction on g(n)

2) g(1) = 4/3 --> g(1) = 2 - 2/3^1 = 4/3 // g(0) = 0 --> g(0) = 2 - 2/3^0 = 0 (Therefore the base case works).

3) For any natural number n, g(n) = 4/3g(n-1) - 1/3g(n-2). for n >= 2.
If n = 2, then g(2) = 4/3(g(1) - 1/3(g(0)) = 4/3*4/3 - 0 = 16/9.
If g(n) = 2 - 2/3^n then g(2) = 2 - 2/3^2 = 16/9.

Therefore g(n) = 2 - 2/3^n which is what we needed to show.",2,2,0,0,0,0,0,Seth,sp22
368,369,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"Proof by induction on n.
We havae g(n) = 2 - 2/3^n and g(0) = 0 and g(1) = 4/3. We will test these definitions. g(0) = 2 - 2/3^0 = 0 and g(1) = 2 - 2/3 = 4/3, so it passes the base cases.
g(k+1) = 2 - 2/3^(K+1)",2,2,0,0,0,0,0,Seth,sp22
369,370,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"Base Case: 
For n = 0, g(0) = 0

2 - (2/ 3^0) = 2 - (2/1) = 0

For n = 1, g(1) = 4/3

2 - (2 / 3^1) = (6 / 3) - ( 2 / 3) = 4 /3

The function g(n) can be solved for g and rewritten as 4n = 8/3, which can be rearranged to 2 - 2/3^n

Therefore, g(n) = 2 - (2/3^n) for any natural number n.",2,2,0,0,0,0,0,Seth,sp22
370,371,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,g(n) = g(1)g(n-1) - (g(1) - 1)g(n-2) = g(1)g(n-1) -g(1)g(n-2)+g(n-2) = g(1)(g(n-1)-g(n-2)) + g(n - 2) = 4/3((4/3)^(n-1) - (1/3)^(n-2) + (1/3)^(n-2) = (4/3)^n - (4/3)(1/3)^(n-2) + (1/3)^(n-2) = (4/3)^n - (1/3)^(n-2) = 4^n/3^n - 1/3^(n -2) = (4^n - 9) / 3^n,0,0,0,0,0,0,0,Seth,sp22
371,372,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"Sorry, I forgot this one :(",0,0,0,0,0,0,0,Seth,sp22
372,373,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"Base case: For n = 0, g(0) = 2 - 2/$3^0$

0 = 2 - 2/1

0 = 2 - 2

0 = 0, so our base case holds true

Inductive step: For n = k, g(k) = 2 - 2/$3^k$

4/3 * g(k - 1) - 1/3 * g(k - 2) = 2 - 2/$3^k$

4/3 * g(k) - 4/3 * 4/3 - 1/3 * g(k) - 1/3 * 16/9 = 2 - 2/$3^k$

g(k) - 16/9 - 16/27 = 2 - 2/$3^k$

This is all I can remember",1,2,0,0,0,0,0,Seth,sp22
373,374,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"I will prove the following statement using induction:

base case:

let n be a Natural Number such that n = 1. Given this, we can say that g(n) = 2 - (2/3^n) = 4/3, which is equivalent to our given value for g(1) 

induction:

for all values of n such that n = {0,1,..., k - 1), we can extend this notion to prove that for all values of n. For example we can deduce that g(k+1) + g(k) = (4/3)g(k) - (1/3)g(k-1) + (4/3)g(k-1) - (1/3)g(k-2) = 
",1,2,0,0,0,0,0,Seth,sp22
374,375,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"Proof: by induction on $n4.

Base: Say that $n = 2$. Then, $\frac43(\frac43)-\frac13(0) = 2 - \frac{2}{3^2}$

$\frac{16}{9} = \frac{18}{9} - \frac{2}{9}  =  \frac{16}{9}$

Inductive Step: Suppose that $g(n) = 2 - \frac{2}{3^n}$ is true for $n = 0, 1, 2,... k$. We have to show that $g(k+1) = 2 + \frac{2}{3^{k+1}}$.


$g(k+1) = \frac43(k) - \frac13(k-1)$

By the inductive hypothesis, $g(k) = 2 - \frac{2}{3^k}$

By the inductive hypothesis, $g(k-1) = 2 - \frac{2}{3^{k-1}} = 2 - \frac2{3^k} * \frac{2}{3^{-1}} = 2 - \frac2{3^k}*6 = 2 - \frac{12}{3^k}$

$g(k+1) = \frac43(2 - \frac{2}{3^k}) - \frac13(2 - \frac{12}{3^k}) = \frac83 - \frac{8}{3^{k+1}} - \frac23 + \frac{12}{3^{k+1}} = 2 +\frac{4}{3^{k+1}}$",1,2,2,2,2,2,2,Seth,sp22
375,376,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"Same here. I have lost most of my memory with regards to the question except for terms like: Proof by Induction, Induction Hypothesis, and The Induction Base you start with while attempting to solve this problem.",0,0,0,0,0,0,0,Seth,sp22
376,377,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"We will prove by induction on n.

Base case. Let n be a natural number. Suppose n = 0. Then g(0) = 0 and 2 - 2/(3^0) = 0. Suppose n = 1. Then g(1) = 4/3 and 2 - 2/(3^1) = 4/3. Suppose n = 2. Then g(2) = (4/3)g(1) - (1/3)g(0) = 16 /9 and 2 - 2/(3^2) = 16/9.

Inductive Hypothesis: Let n be a natural number. Suppose g(n) = 2 - 2/(3^n) for n = 0, 1, 2, ..., k.

Proof: Let k + 1 be a natural number. 4/3g(k + 1 - 1) - (1/3)g(k + 1 - 2) = (4/3)(2 - 2/3^k) - (1/3)(2 - 2/3^k-1) = 8/3 - 8/(3^(k+1)) - 2/3 + 2/3^k = 2 - 8/(3^k+1) + (2/3^k) = 2 - 2/(3^k+1). Since k + 1 was arbitrarily chosen, this is what we needed to show.",2,2,2,2,2,2,2,Seth,sp22
377,378,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"Again, I have never seen induction before and don't know where to start.",0,0,0,0,0,0,0,Seth,sp22
378,379,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"Proof:<br>
Let g be a natural number.<br>
There are 4 cases of claim. <br>
Case 1: n = 0, $g(0) = 0$. <br>
Case 2: n = 1, $g(1) = \frac{4}{3}$ <br>
Case 3: n = 2, $g(2) = \frac{16}{9}$ <br>
Case 4: n = 3, $g(3) = \frac{52}{27}$ <br>

So, $g(n) = 2 - \frac{2}{3^n}$, which we need to prove.<br>",2,1,0,0,0,0,0,Seth,sp22
379,380,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"Let g(n) = (4/3)g(n-1) - (1/3)g(n - 2) = true for all n = 2, 3, ..., k. g(0) = 0 and g(1) = 4/3. g(k) = (4/3)g(k-1) - (1/3)g(k-2).",0,0,2,1,0,2,0,Seth,sp22
380,381,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"Let $n$ be a natural number.

We calculate $g(2) = \frac{4}{3}(\frac{4}{3}) - \frac{1}{3} (0) = \frac{16}{9}$.

We calculate $g(3) = \frac{4}{3}(\frac{16}{9}) - \frac{1}{3} (\frac{4}{3}) = \frac{52}{7}$.

Since all of the cases of $g(n)$ for $0 \leq n \leq 3$ also satisfy the equation $g(n) = 2 - \frac{2}{3^n}$, this pattern will hold for the rest of the natural numbers.
Therefore, $g(n) = 2 - \frac{2}{e^n}$ for any natural number $n$. QED",1,2,0,0,0,0,0,Seth,sp22
381,382,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"For any natural number n, if n = 0, then 2 - 2/3^0 = 0. If g(1) = 2 - 2/3 = 4/3. If n = 2, 4/3*g(1)-1/3*g(0) = 16/9 and 2 - 2/3^2 equals 16/9. Therefore 2 - 2/3^n is equivalent to the equation 4/3*g(n-1) - 1/3*g(n-2) for n greater than or equal to 2.",2,2,0,0,0,0,0,Seth,sp22
382,383,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,idk,0,0,0,0,0,0,0,Seth,sp22
383,384,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"By plugging in 0 into $g(n) = 2 - \frac{2}{3^n}$, we get $g(0) = 2-\frac{2}{3^0}$ which evaluates to 0. 

Comparing this value to the defition proided to us  that $g(0) = 0$, we can confirm that $g(n) = 2 - \frac{2}{3^n}$ holds true for n = 0

Similarly for n = 1, we get $g(1) = 2-\frac{2}{3^1}$ =  $\frac{4}{3}$, which is the same as the definition given to us for $g(1)$

Thus, $g(n) = 2 - \frac{2}{3^n}$ is the non-recursive algorithm for solving g(n) for any natural number n

",2,2,0,0,0,0,0,Seth,sp22
384,385,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"Suppose that $g$ is a function that satisfies the problem's conditions

Let $P(n)$ stands for ""$g(n) = 2 - \frac{2}{3^n}$""

We will prove that $P(n)$ is true for any natural number n

$\underline{Base\ Step:}$

$P(0)$ : Since $g(0) = 0$, we get that $g(0) = 2 - 2 = 2 - \frac{2}{3^0}$. Thus, $P(0)$ is true.

$P(1)$ : Since $g(1) = \frac{4}{3}$, we get that $g(1) = 2 - \frac{2}{3} = 2 - \frac{2}{3^1}$. Thus, $P(1)$ is true.

$\underline{Inductive\ Step:}$

Suppose that $P(0), P(1), ..., P(k)$ are true for some natural number k. We want to show that $P(k + 1)$ is true.

Since $P(k-1)$ and $P(k)$ are true.

We get that $g(k-1) = 2 - \frac{2}{3^{k-1}}$ and $g(k) = 2 - \frac{2}{3^k}$

Since $g(k+1) = \frac{4}{3}g(k) - \frac{1}{3}g(k-1)$, we get that $g(k+1) = \frac{4}{3}(2 - \frac{2}{3^k}) - \frac{1}{3}(2 - \frac{2}{3^{k-1}})$

Thus, $g(k+1) = (\frac{8}{3}-\frac{8}{3^{k+1}}) - (\frac{2}{3} - \frac{2}{3^k}) = 2 - \frac{8}{3^{k+1}} + \frac{2}{3^k} = 2 - \frac{2}{3^{k+1}}$

Therefore, $P(k+1)$ is true as we wanted.

In conclusion, by strong mathematical induction, we get that $P(n)$ is true for all natural number n.",2,2,2,2,2,2,2,Seth,sp22
385,386,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"Let n be a natural number.

When n = 2, g(n) = 16/9 = 2 - 2/(3^2).

I don't know where to go next.",1,2,0,0,0,0,0,Seth,sp22
386,387,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,I forgot induction.,0,0,0,0,0,0,0,Seth,sp22
387,388,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"I do not know induction but this is my best attempt. I have read that there is always a base case so that is 4/3. As we move on and on going n =2. n = 3, etc. We see that it follows the pattern of 2 - 2/3^n.Thus we can assume or induce that the pattern holds for any natural number n. ",1,0,0,0,0,0,0,Seth,sp22
388,389,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"We will use induction on $n$.

Base: $g(0)=0=2-\frac{2}{3^0}=0$

Suppose $g(n)=2-\frac{2}{3^n}$ for $n=0,1,...,k-1$

We need to show that $g(k)=2-\frac{2}{3^k}$

$g(k)=\frac{4}{3}g(k-1)-\frac{1}{3}g(k-2)$

Since we know $g(k-1)=2-\frac{2}{3^{k-1}}$ and $g(k-2)=2-\frac{2}{3^{k-2}}$, we can substitute those in

$g(k)=\frac{4}{3}(2-\frac{2}{3^{k-1}})-\frac{1}{3}(2-\frac{2}{3^{k-2}})$

$=(\frac{8}{3}-\frac{8}{3^k})-(\frac{2}{3}-\frac{2}{3^{k-1}})$

$=\frac{8}{3}-\frac{2}{3}+\frac{2}{3^{k-1}}-\frac{8}{3^k}$

$=2+\frac{6}{3^k}-\frac{8}{3^k}$

$=2-\frac{2}{3^k}$, which is what we needed to show.",1,2,2,2,2,2,2,Seth,sp22
389,390,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"Proof by induction.  
P(n) = 2 - 2/3^n   
P(0) = 2 - 2 = 0 = g(0)  
P(1) = 2 - 2/3 = 4/3 = g(1)  
g(2) = 4/3g(1) - 1/3g(0) = 4/3 x 4/3 = 16/9  
P(2) = 2 - 2/3^2 = 16/9 = g(2). 
So, we can assume that P(n) is true for all natural numbers n = 0, 1, 2 ... k-1.  
Let's prove P(k).  
",2,2,1,2,0,0,0,Seth,sp22
390,391,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"Proof by induction on n.

Suppose $g(n) = 2-\frac{2}{3^n}$ for $n = 0, 1, 2...k-1$
$g(0) = 2 - \frac{2}{3^0} = 0$, and $g(1) = 2 - \frac{2}{3^1} = \frac{4}{3}$. The base cases hold. We need to prove the above statement then, for n = k.

$g(k)=\frac{4}{3}g(k-1)-\frac{1}{3}g(k-2)= \frac{4}{3}(2-\frac{2}{3^{k-1}})-\frac{1}{3}(2-\frac{2}{3^{k-2}}) $. Distributing and solving gives us: 

$\frac{8}{3}-\frac{8}{3^k} -\frac{2}{3}+\frac{2}{3^{k-1}} = \frac{6}{3}-\frac{8}{3^k}+\frac{2\cdot 3}{3^k}=2-\frac{-8+6}{3k}=2-\frac{2}{3^k}$, which is what we needed to show.",2,2,2,2,2,2,2,Seth,sp22
391,392,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"Proof by induction of n:

Inductive equation: $g(n) = 2 - \frac{2}{3^n}$

Proof by base cases from recursive equation:

$g(0) = 2 - \frac{2}{3^0} = 2 - \frac{2}{1} = 0$

$g(1) = 2 - \frac{2}{3^1} = \frac{6}{3} - \frac{2}{3} = \frac{4}{3}$

Since these base cases are the same for $g(0)$ and $g(1)$, the base cases are valid.

Proof by induction: $P(n) : 2 - \frac{2}{3^n} = \frac{4}{3}g(n-1) - \frac{1}{3}g(n-2)$ for $n \ge 2$

Substituting g(n) equation:

$2 - \frac{2}{3^n} = \frac{4}{3}(2 - \frac{2}{3^{n-1}}) - \frac{1}{3}(2 - \frac{2}{3^{n-2}})$

$= \frac{4}{3}(2 - \frac{2 \times 3}{3^{n}}) - \frac{1}{3}(2 - \frac{2 \times 3^2}{3^{n}})$

$= \frac{8}{3} - \frac{8}{3^{n}} - \frac{2}{3} + \frac{2 \times 3}{3^{n}}$

$= \frac{8-2}{3} - \frac{8}{3^{n}} + \frac{6}{3^{n}}$

$= \frac{6}{3} - \frac{2}{3^n}$

$= 2 - \frac{2}{3^n}$

This proves induction $P(n) : 2 - \frac{2}{3^n} = \frac{4}{3}g(n-1) - \frac{1}{3}g(n-2)$ for $n \ge 2$

Thus, given the matching base cases for $g(0)$ and $g(1)$, as well as proof of induction $P(n)$, the expression $g(n) = 2 - \frac{2}{3^n}$ is true.",2,2,0,1,2,2,2,Seth,sp22
392,393,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"Proof: Lets suppose that g is a Natural number and suppose that g(0) = 0 and g(1) = 4/3.
    With this, we can define that g(n) = 4/3g(n-1) - 1/3g(n-2) for n >- 2.
    Since g(n) for n >=2. we get that g(n) is equal to 2-4/3g(n-1) - 1/3g(n-2).
    Thus g(n) = 2 - 2/3^n.
    QED",0,0,0,0,0,0,0,Seth,sp22
393,394,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"When n = 2, g(2) = 4/3g(1) - 1/3g(0) = 4/3 * 4/3 - 1/3 * 0 = 2 - 2/3^2 = 16/9. For ant natural number n. g(n) = 2 - 2/3^n.",1,2,0,0,0,0,0,Seth,sp22
394,395,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,I don't know what proving by induction is and I have no idea how to go about this question,0,0,0,0,0,0,0,Seth,sp22
395,396,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"Proof by induction

To prove: g(n) = 2 - 2/(3^n)

Base case: g(0) = 0 = 2 - 2/(3^0), g(1) = 4/3 = 2 - 2/(3^1)

Suppose the claim is true for n = 0 ... k

g(k+1) = 4/3 g(k) - 1/3 g(k-1) = 4/3 (2-2/(3^k)) - 1/3 (2-2/(3^(k-1))) = 8/3 - 8/(3^(k+1)) - 2/3 + 2/(3^k) 
        
        = 2 - (8/(3^(k+1)) - 6/(3^(k+1))) = 2 - 2/(3^(k+1)) 
        
Setting k + 1 = m, 2 - 2/(3^(k+1)) = 2 - 2/(3^m) = g(k+1) = g(m)

Therefore, the claim holds true for all natural number n.",1,2,2,2,2,2,2,Seth,sp22
396,397,Exam 6,learningStudy/WrittenInduction_Recurrence_v3," Proof: By induction on n.
 
 Base: When n = 2, g(2) = 2 - 2/$3^2$ = 16/9 which is true for the given definition as well. 
 
 Proof: Let g(n) = 2 - 2/$3^n$ for n = 0, 1, ..., n-1. Then g(n) = 6/3 - 2/$3^n$ = 1/3(18/3 - 2/$3^{n-1}$). This becomes 1/3(4/3*(4/3) - 2/3 - 1/3(2/$3^{n-1}$)) = 1/3(4/3*(4/3) - 1/3(2 + 2/$3^{n-1}$)) which is equivalent to g(n) = 4/3*(g-1) - 1/3*g(n-2) (where n $\geq$ 2, g(0) = 0, and g(1) = 4/3). So, by induction, we have showed what we needed to show.",1,2,2,2,0,0,0,Seth,sp22
397,398,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"prove: g(n) = 2 - 2/3^n for any n

base: 4/3*g(n-1)-1/3*g(n-2) for n >= 2, g(2) = 4/3*4/3-1/3*0 = 16/9 = 2-2/3^2 = 16/9 

step: 4/3*(2-2/3^n-1) - 1/3*(2-2/3^n-2) = (8/3 - 2/3) - 8/3*3^n-1 + 2/3*3^n-2 = 2 - (8/3^n - 2/3^n-1) = 2 - (8/3^n - 6/3^n) = 2 - 2/3^n",1,2,0,0,0,0,0,Seth,sp22
398,399,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"g(n-1) = 4/3^n

4/3*4/3^n = 2/3^n
g(n-2) onoly happend when its greater than 2 so 2 - that",0,0,0,0,0,0,0,Seth,sp22
