"","Assessment","Question","Proof","Identify.Base.Case","Prove.Base.Case","Hypothesis.is.stated","Hypothesis.is.given.some.bound","Goal.is.Clear","Expression.of.Size.k.1.is.decomposed.into.expression.of.size.k","Inductive.Hypothesis.is.applied","Graded.By"
"52","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","For $n = 1, 2 \times 1^3+3 \times 1 + 1 = 6$, which is divisible by 6.

Suppose that if $n = 1, 2, 3, ...k-1$, the claim is true, then we need to prove that if $n = k$, the claim is also true. Thus, when $n = k-1, 2(k-1)^3+3(k-1)^2+(k-1)$ (Equation #1) is divisible by 6, and we suppose that when $n = k, 2k^3+3k^2+k$ is divisible by 6 (Equation #2).

Minus Equation #2 to Equation #1 we get: $2(3k^2-3k+1)+3(2k-1)+1 = 6k^2-6k+2+6k-3+1=6k^2$; since $k$ is an integer, we can conclude that the difference between Equation #2 and Equation #1 is divisible by 6. Also, since Equation #1 is divisible by 6, Equation #2 must also be divisible by 6. Therefore, the induction is proved, so the claim is also proved. $Q. E. D.$",2,2,2,2,2,1,1,"Seth"
"53","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","For our base case note that at k=0, $2n^3+3n^2+n = 0$ which is divisible by 6. Thus, for our inductive hypothesis k+1, the expression is equal to $2(1)^3+3(1)^2+1 = 6$, which is divisible by 6. Thus, we needed to show that $2n^3+3n^2+n$ is divisible by 6, which it does so the claim is true.",2,2,1,1,0,0,0,"Seth"
"54","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Starting off with the base case (of natural numbers) we can see that n can be 0 resulting in 0 divided by 6 which is possible.

Now we can move on and do the induction proof and therefore go on and see that n(2n^2 + 3n + 1) which can be simplified using the quadratic formula

where 3+-(root)(9-8)/6 which is then equal to 3+-1/6 which results in wither 2/6 or 4 divided by 6 which both are possible and therefore we can prove that 2n^3 + 2n^2 + n is divisible by 6.",2,1,0,0,0,0,0,"Seth"
"55","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","For our base case, $f(0) = 2(0)^3 + 3(0)^2 + 0 = 0, f(1) = 2(1)^3 + 3(1)^2 + 1 = 6$

Next, for our inductive hypothesis, assume that $2n^3 + 3n^2 + 6$ is divisble by n where n > k + 1.

Then, our inductive step would be $2(k+1)^3 + 3(k+1)^2 + k+1$.

$2*(k+1)(k+1)(k+1) + 3(k+1)(k+1) + (k+1)$

$2*(k+1)(k^2+2k+1) + 3(k^2+2k+1) + (k+1)$

$2*(k^3+3k^2+3k+1) + 3k^2+6k+1+k+1$

$2k^3+6k^2+6k+2+3k^2+6k+1+k+1$

$2k^3+9k^2+13k+4$

....


Therefore $2n^3+3n^2+n$ is divisible by 6",2,2,2,1,1,0,0,"Seth"
"56","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Using proof by induction:

For n = 0, 0 is divisible by 6.

Let there be some natural number $k$, for which $2n^3 + 3n^2 + n$ is divisible by 6 for $0,1,2 ... k$

Thus, $2n^3 + 3n^2 + n = 6l$ for some natural number $l$.

To prove: $2(k+1)^3 + 3(k+1)^2 + (k+1)$ is divisible by 6 

Left-hand side: $(2k^3 + 3k^2 +k)+6k^2+12k+6 = (6l)+6k^2+12k+6$. Since all terms are evidently divisible by 6 we have shown what we needed to. Thus by proof by induction, $2n^3 + 3n^2 + n$ is divisible by 6 for any natural number. ",2,2,2,2,2,2,2,"Seth"
"57","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4"," For our base case, note that when n = 0, 2n^3 + 3n^2 + n = 0 and is divisible by 6.

Next, suppose as our Inductive Hypothesis that for some k, 2n^3 + 3n^2 + n is divisible by 6 for each n in 0...k.

Now to finish we need to show that 2(k+1)^3 + 3(k+1)^2 + (k+1) is divisible by 6. ",2,2,2,2,2,0,0,"Seth"
"58","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","proof by induction n.

We note that for n=0, $2n^3+3n^2+n = 0$ which is divisible by 6.

Suppose for a value k, $2n^3+3n^2+n$ is divisible by 6 for each n in 0....k-1.

We must prove that $2k^3+3k^2+k$  is divisible by 6.

$2k^3+3k^2+k=k(2k+1)(k+1) $

//some math/simplification I can't figure out

Since $2k^3+3k^2+k$  is divisible by 6 the claim is proven.",2,2,2,2,2,0,0,"Seth"
"59","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","I don't really remember how to do this other than what I have written below...
We will prove this claim using induction. The claim is that for all natural numbers n, 2n^3 + 3n^2 + n is divisible by 6.

The base case for this is if n = 0. If n = 0, 2n^3 + 3n^2 + n 0 which is divisible by 6. Thus the base case is proven

Inductive hypothesis: Let k = any natural number. Then, 2k^3 + 3k^2 + k is divisible by 6. 

Inductive step: 2k+1^3 + 3k+1^2 + k+1.",2,2,1,1,1,0,0,"Seth"
"60","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Proof by induction:

When n = 0, 2n^3 + 3n^2 + n = 0, which is divisible by 6",2,2,0,0,0,0,0,"Seth"
"61","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","first, we ientify the best case n = 0.

g(0) = 0 = 2 - 2

2(0) + 3(0) + 0 = 0, which is divisable by 6.

Then, the induction hypothesis is 2n^3 + 3n^2 + n is divisable by 6 for n = 0,1,2,.....k and -1,-2,-3....-k

The first step of induction is to prove that (I forgot how to write the rest).",2,2,2,1,0,0,0,"Seth"
"62","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Base case: For n = 0, 2n^3 + 3n^2 + n = 0, which is divisible by 6.

Induction hypothesis: for a natural number from 0...k-1, if 2(k+1)^3+3(k+1)^2+k+1 is divisible by 6, then it is proven.

2(k+1)^3+3(k+1)^2+k+1 equates to 2k^3+6k^2+6k+2 + k^2 + 2k + 1 + k + 1 , which is just 2k^3+7k^2+9k+3. After analyzing each term in this expression, they are all divisibly by 6.

Since adding terms that are divisible by 6 together equates to a number still divisible by 6, 2n^3 +3n^2 + n is divisible by 6 for any natural number n.",2,2,0,2,1,0,0,"Seth"
"63","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Base case: n = 0, then expression = 0, which is divisible by 6. Inductive Hypothesis: there is a natural number k+1 such that 2n^3+3n^2+n is divisible by 6 for n=0,1,2...k+1. Inductive Step: 2(k+1)^3+3(k+1)^2+(k+1) = 2k^2+3k^2+k+6 = original eqn + 6. We already established original expression starts at 0 when n=0, so adding 6 makes the expression a multiple of 6, thus divisible by 6.QED.",2,2,2,2,1,2,1,"Seth"
"64","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","P(n) = 2n^3 + 3n^2 + n

For the base case we need to prove P(0) = 2 * 0 + 3 * 0 + 0 = 0, which is divisble by 6, so P(0) holds

Suppose that P(n) for each n in 0, 1 ... k

Then we would have to prove P(k + 1)

P(k+1) = 2*(k+1)^3 + 3*(k+1)^2 + k+1 = 2K^3 + 6k^2 + 6k + 2 + 3k^2 + 6k + 3 + k + 1 = 2k^3 + 3k^2 + k + 6k^2 + 12k + 6

By the inductive hypothesis 2k^3 + 3k^2 + k is divisible by 6, 6k^2 + 12k + 6 is divisible by 6, so P(k+1), which is what we need to prove",2,2,1,2,2,2,2,"Seth"
"65","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Base case: when n=1, 2n^3+3n^2+n=6 which is divisible by 6.

Inductive Hypothesis: 2n^3+3n^2+n=6  is divisible by 6 for any integer n between 1,...,k

Inductive Step: we need to prove that 2k^3+3k^2+k=6  is divisible by 6. 

Factoring gives us k(2k^2+3k+1)=k(2k+1)(k+1). Since k is a natural number, k(2k+1)(k+1) is also a natural number. ... k(2k+1)(k+1)=6m for an integer m, and by definition of divides, k(2k+1)(k+1) is divisible by 6, which is what we needed to show.",2,2,2,2,2,0,0,"Seth"
"66","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Base case: for a value K, 2n^3 + 3n^2 + n is divisible by 6 for k >= 0...

2(1) + 3(1) + 1 = 6 which is divisible by 6. ",2,2,0,0,0,0,0,"Seth"
"67","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","base case: for n = 0, 0 + 0 + 0 os divisible by 6.
induction hypothesis, for all natural number n , 2n^3 +3n ^2 + n is divisible by 6, for all k, 0 .. k.
induction step, 2(k+1)^3 + 3(k+1)^ 2 + (k +1)  is divisible by 6.
2( k^3 + 2k^2 +2K + 1) + 3(k^2 + 1+2k) + (k +1) is divisible by 6",2,2,2,1,2,0,0,"Seth"
"68","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","For our base case we know that when $n$ = 0, the expression above evaluates to 0, which is divisisble by 6.

Next we try to show that for any natural number $n$, $2n^3$ + $3n^2$ + $n$ is divisisble by 6 from 0 ... $k$.

Lastly we will then show that $2k^3$ + $3k^2$ + $k$, for each $k$, subsequently ending our proof.",2,2,1,1,1,0,0,"Seth"
"69","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","let n be 2. substituting 2 into the equation, we get 30. 30 is divisible by 6.",0,0,0,0,0,0,0,"Seth"
"70","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Proof by induction

Base case: At n = 1, P(n) = $2(1)^3+3(1)^2+1=6$ which is divisible by 6 so the base case holds.

Hypothesis: Suppose P(n) is divisible by 6 for all 0, 1, 2, ...,k-1. So we need to proof that P(k) is divisible by 6

P(k) = $2k^3+3k^2+k$",2,2,2,2,2,0,0,"Seth"
"71","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","for any natural number n, 2n^3 + 3n^2 + n is divisible by 6 

base case n = 0 = 0 + 0 + 0 = 0 which is divisible by 6.

inductive hypthesis: for some number k, 2n^3 + 3n^2 + n is divisible by 6 for each n in 0, 1, ... k.

inductive step: prove 2(k+1)^3 + 3(k+1)^2 + k + 1 is divisible by 6.

 2k^3 +6k^2+6k+2 + 3k^2 + 6k + 3 + k + 1 = 2k^3 + 9k^2 + 13k + 6.
 
 by the inductive hypothesis, we know that 2k^3 and 3k^2 and k is divisible by 6. so we know that 2k^3 and  9k^2 and 13k are also divisible by 6. and of course 6 is divisible by six.
 
 by division properties, we know that the addition of all these values is also divisible by six.",2,2,2,2,2,0,1,"Seth"
"72","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","i don't know induction and no documentation was provided.",0,0,0,0,0,0,0,"Seth"
"73","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Suppose n is any natural number, which n $\geq$ 0. For n = 0, $2n^3 + 3n^2 + n$ = $2*0^3 + 3*0^2 + 0$ = 0. 0 is divisible by 6, which is true. For n = 1, $2*1^3 + 3*1^2 + 1$ = 6, which is divisible by 6. We know that $2n^3 + 3n^2 + n$ = $n(2n+1)(n+1)$. For n = 2, 2(5)(3) = 30 which is divisible by 6. Since n $\geq$ 0, $n(2n+1)(n+1)$ is divisible by 6 for any natural number n.",2,2,0,0,0,0,0,"Seth"
"74","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","In its base case where n = 0, we get 0 and it is divisible by 6. If we sub n + 1, then we get 2(n + 1)^3 + 3(n + 1)^2 + n + 1. Looking at just the integers we would get 2 + 3 + 1, which is 6. Meaning we have six plus some amount of unspecified n. Since there is a 6 plus that means it is a multiple of 6. So, it is divisible by 6 which is what we needed to prove. ",2,2,0,0,0,0,0,"Seth"
"75","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","let n = 0, 2n^3+3n^2+n = 0+0+0 = 0, which is divisible by 6

Let n = 1...k

2k^+3k^2+k = k(2k^2+3k+1) = k (2k+1) (k+1)

which is divisible by 6

QED",2,2,0,0,0,0,0,"Seth"
"76","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Let $2n^3 + 3n^2 + n$ is divisible by 6 for all natural numbers $n$ be the predicate.

Base case: For $n=0$, $2n^3+3n^2+n = 0$, which is divisible by 6. Thus, the base case holds.

Inductive hypothesis: For some $k$, let $6 \mid 2n^3 + 3n^2 + n$ be true for all $n$ in $0, 1,...k$. Then, the inductive step is to show that $6 \mid 2(k+1)^3 + 3(k+1)^2 + k+1$.

Expanding the right side of the expression, we have that $2(k+1)^3 + 3(k+1)^2 + k+1 = 2(k^3 + 3k^2 + 3k + 1) + 3(k^2 + 2k + 1) + (k  + 1)$. After combining some terms, we have $2k^3 + 9k^2 + 13k + 6$, which we can rewrite as $(2k^3 + 3k^2 + k) + 6k^2 + 12k + 6 = (2k^3 + 3k^2 + k) + 6(k^2 + 2k + 1)$.

By the inductive hypothesis, we know that $(2k^3 + 3k^2 + k)$ is divisible by $6$. Since $k$ is an integer, we know that $6(k^2 + 2k + 1)$ is divisible by 6 as well. Thus, we have that $(2k^3 + 3k^2 + k) + 6(k^2 + 2k + 1) = 2(k+1)^3 + 3(k+1)^2 + k+1$ is divisible by 6, which is what we wanted to show.",2,2,2,2,2,2,2,"Seth"
"77","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Let our base case be n = 0. Since 2(0)^3 + 3(0)^2 + 0 = 0 and 0 is divisible by 6, the claim is true for the base case.

Then, by the inductive hypothesis, it is true that 2n^3 + 3n^2 + n is divisible by 6 for n = 0, 1, ..., k, where k is a natural number. 

Then, we must prove that n = k + 1 is also divisible by 6. 

Therefore, 2(k+1)^3 + 3(k+1)^2 + k + 1 = 2k^3 + 9k^2 + 13k + 6. 

= (2k^2 + 7k + 6)(k + 1)

= (2k + 3)(k + 2)(k + 1)

Since 2k + 3 is always divisible by 6, the other terms are also always divisible by 6. (Incorrect but something along these lines if I had more time)

Therefore, since the claim is true for n = k + 1, the claim is true for any natural number n. ",2,2,2,2,2,0,0,"Seth"
"78","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","2n^3 + 3n^2 + n is divisble by 6

Inductive Hypothesis Suppose that 2n^3 + 3n^2 + n is divisible by 6 for each n in 0...k

base form 2(0)^3 + 3(0)^2 + 0 = 0 which is divisble by 6",2,2,2,2,0,0,0,"Seth"
"79","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Let induction n, 
Predication: for any natural number n, 2n^3+3n^2+n is divisible by 6. 
Base case: when 0 = 0, 2n^3+3n^2+n = 0, which is divisible by 6. So the case satisfied. 
Hypo: 2n^3+3n^2+n, n=0...k.
Step: 2(k+1)^3+3(k+1)^2+k+1 is divisible by 6. Prove:2(k+1)^3+3(k+1)^2+k+1 = 2(k^3+3k^2+3k+1)+3(k^2+2k+1)+k+1 = 2k^3+9k^2+13k+6 =  (2k^3+3k^2+k)+6(2k+1). By the definiton of the induction, (2k^3+3k^2+k)is diviable by 6, and 6 | 6(2k+1), thus 6 | (2k^3+3k^2+k)+6(2k+1).That is what we need to show",2,2,1,2,2,2,2,"Seth"
"80","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","For the base case we take n = 0, so 2n^3 + 3n^2 + n = 0 by putting n = 0, which is divisible by 6. 
Now, taking pur hypothesis that 2n^3 + 3n^2 + n is divisible by 6 when n = 0, 1, 2....k
Taking the case of k - 1, we get 2n^3 + 3n^2 + n = 2(k - 1)^3 + 3(k - 1)^2 + (k - 1), which is what we needed to show.",2,2,2,2,1,0,0,"Seth"
"81","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Base case: n = 0, then $2n^3 + 3n^2 +n = 0$ which is divisble by 6.

Then there must exist an integer k, such that $2n^3 + 3n^2 +n = 0$ for integers n in 0 ... k.

For case n = k+1, $2(k+1)^3 + 3(k+1)^2 +(k+1) = 0$

Expanding we see that this expression is just $2k^3 + 3k^2 + k + 6(k^2 + 2k + 1)$

According to our hypothsis $2k^3 + 3k^2 + k$ is divisble by 6, and insce k is an integer then $6(k^2 + 2k + 1)$ is divisble by 6 Which is what we wanted to prove.",2,2,1,1,1,2,2,"Seth"
"82","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Inductive predicate: For any natural number n, 2n^3 + 3n^2 +n is divisible by 6

Inductive hypothesis: There is a number n such that the aformentioned theorem holds true 

Let us assume that the inductive hypothesis is true

Since we assume our inductive hypothesis is true, we can then assume the aforementioned hypothesis is true. 



Thus, for any natural number n, 2n^2 +3n^2 + n is divisible by 6 which is what we were trying to show. ",0,0,2,1,0,0,0,"Seth"
"83","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Base case: n = 0. Thus, 2(0)$^3%$+3(0)$^2$+0 = 0, which is divisible by 6.

Let the inductive hypothesis be that for some k, 2n$^3$+3n$^2$+n is divisible by 6 for n in 0...k

Inductive step: Now we need to show that 2(k+1)$^3$+3$(k+1)^2$+(k+1) is divisible by 6 for 0...k

The natural number n will be disivible by 6, when there exists an integer p such that n = 6p. 

if n=6p. 2n$^3$+3n$^2$+n = 2(6p)$^3$ + 3(6p)$^2$ + 6p


This is equivalent to 2n$^3$+3n$^2$+n = 2*6$^2$p$^3$ + (3 * 6$^2$)p$^2$ + 6p
 
this simplifies to 6(6*2*p$^3$+3*6*p$^2$+6)

Thus, since (6*2*p$^3$+3*6*p$^2$+6) can be represented by  an integer q, n = 6q, so n is divisible by 6. ",2,1,2,2,1,0,0,"Seth"
"84","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","For our base case, note that if n = 1, 2(1)^3 + 3(1)^2 + 1 = 6, and 6 is divisible by 6.

Next, suppose our inductive hypothesis is that for some k, 2k^3 + 3k^2 + k is divisible by 6 for each n in 0 ... k.

Next to finish we need to show that 2k^3 + 3k^2 + k is divisible by 6.

Proof using examples:

if k = 1, 2(1)^3 + 3(1)^2 + 1 = 6, and 6 is divisible by 6.

if k = 2, 2(2)^3 + 3(2)^2 + 2 = 40, and 40 is divisible by 6.

if k = 3, 2(3)^3 + 3(3)^2 + 3 = 84, and 84 is divisible by 6.

In all three cases, the result is divisible by 6, therefore 2k^3 + 3k^2 + k is divisible by 6 for all k greater than or equal to 0.

If 2k^3 + 3k^2 + k is equivalent to 2n^3 + 3n^2, then 2n^3 + 3n^2 is also divisible by 6.

QED.",2,2,2,2,1,0,0,"Seth"
"85","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Let the base case be $n=0$. Thus, $2*0^3+3*0^2+0=0$ which is divisible by 6. <br>
Assume the case holds for a natural number k. Thus, <br>
$2(k+1)^3+3(k+1)^2+k+1=2k^3+6k^2+6k+2+3k^2+6k+3+k+1=$ <Br>
$(2k^3+3k^2+k)+6k^2+6k+6k+6$. Since $(2k^3+3k^2+k)$ is divisible by $6$ and so are the remaining terms,<br>
$2(k+1)^3+3(k+1)^2+k+1$ is also divisible by 6.",2,2,2,2,2,2,2,"Seth"
"86","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Base case: for n = 1, 2n^3 + 3n^2 + n = 6, which is divisible by 6
",2,2,0,0,0,0,0,"Seth"
"87","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","We'll need to prove that for some number n within natural numbers, $2(n+1)^3+3n^2+n$ is divisible by 6.",0,0,0,0,0,0,0,"Seth"
"88","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Suppose predicate $P(n)$ holds when for any natural number $n$, $2n^3+3n^2+n$ is divisible by $6$ is true.<br>
Base case: when $n = 0$, $2*0^3+3*0^2+0=0$, which is obviously divisible by $6$, so $P(0)$ holds.<br>
Inductive hypothesis: $P(n)$ holds for some $n$ that $n = 0, 1, 2,...,k$ (where $k >= 0$).<br>
Inductive step: we need to prove that $2(k+1)^3+3(k+1)^2+k+1$  is divisible by $6$.<br>
$2(k+1)^3+3(k+1)^2+k+1 = 2k^3+9k^2+13k+6$ <br>
from the Inductive hypothesis we know that $2k^3+3k^2+k$ is divisible by $6$<br>
after substitution we get that $2(k+1)^3+3(k+1)^2+k+1 = (2k^3+3k^2+k) + 6(k^2+2k+1)$. <br>
since k is a natural number, (k^2+2k+1) is also a natural number, 6(k^2+2k+1) is divisible by 6. so the summation of $(2k^3+3k^2+k) $and$ 6(k^2+2k+1)$ is divisible by 6, which is what we needd to show",2,2,2,2,2,2,2,"Seth"
"89","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","suppose there is natural number n,

so 2n^3+3n^2+n = n(2n^2+3n+1) = n(2n+1)(n+1)

as n is natural number, so there exists natual number q that 6q = n(2n+1)(n+1)

so 2n^3+3n^2+n is divisible by 6 and this is want we want to prove.",0,0,0,0,0,0,0,"Seth"
"90","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Base case: $2(0)^3 + 3(0)^2 + 0 = 0$, and 0 is divisible by 6. $2(1)^3 + 3(1)^2 + 1 = 6$ and 6 is divisble by 6. $2(2)^3 + 3(2)^2 + 2 = 30$ and 30 is divisble by 6. $2(3)^3 + 3(3)^2 + 3 = 84$ and 84 is divisble by 6. $2(4)^3 + 3(4)^2 + 4 = 180$ and 180 is divisible by 6. Finally, $2(5)^3 + 3(5)^2 + 5 = 330$ and 330 is divisble by 6. Thus, the equality holds true for all base cases.

Inductive step: Suppose that $2n^3 + 3n^2 + n$ is divisible by 6 for some natural number n. Then, we want to show that $2(n+6)^3 + 3(n+6)^2 + n + 6$ is also divisible by 6. 

Expanding the expression, we get that $2(n+6)^3 + 3(n+6)^2 + n + 6 = 2n^3 + 3n^2 + n + 6(6n^2 + 36n + 72 + 6n + 24 + 1)$. From the inductive step, we know that $2n^3 + 3n^2 + n$ is divisble by 6, which means there exists an integer t such that $2n^3 + 3n^2 + n = 6t$. Plugging this back into the equation and factoring, we get $2(n+6)^3 + 3(n+6)^2 + n + 6 = 6(6n^2 + 36n + 72 + 6n + 24 + 1 + t)$. Since all of the numbers inside the parentheses are integers, the whole expression is also an integer. Let it equal p. Then $2(n+6)^3 + 3(n+6)^2 + n + 6 = 6*p$ By definition of divisiblity, since $2(n+6)^3 + 3(n+6)^2 + n + 6$ is equal to 6 times an integer, $2(n+6)^3 + 3(n+6)^2 + n + 6$ is divisible by 6, which is what we wanted to show. ",2,2,2,2,1,2,2,"Seth"
"91","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","From the given information above, we can construct the predicate as follows 2n^3 + 3n^2 + n.

Base Case(s): For our base case we can set n = 0, so 2(0)^3 + 3(0)^2 + (0) = 0 which is divisible by 6.

Inductive Hypothesis: Next, suppose that for some k, 2n^3 + 3n^2 + n is divisble by 6 for each n = 0...k-1.

Inductive Step: Now we need to show that 2k^3 + 3k^2 + k is divisible by 6

... (UNSURE OF INTERMEDIATE STEPS TO GET TO RESULT)

Final Result: Therefore we can say that 2k^3 + 3k^2 + k is divisible by 6, which is what we wanted to show.",2,2,2,2,2,0,0,"Seth"
"92","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Prove by induction of n.

We will prove that $2n^3 + 3n^2 + n$ is divisible by 6 for any natural number $n$. 

First we will prove our base cases 0 and 1. $2(0)^3 + 3(0)^2 + 0$, which is equal to $0, which is divisible by 6. 

For when $ n = 1, 2(1)^3 + 3(1)^2 + (1)$, which is equal to $6$, which is divisible by 6. So the claim holds true for the base cases.

Induction Hypothesis: $2n^3 + 3n^2 + n$ is divisible by 6 for when n = some k in $(0, 1, 2, ..., k - 1)$, where k is a natural number. 

Inductive Step: We will need to prove that the statement holds true for n = k. For when n = k, $2(k)^3 + 3(k)^2 + k$. This can be altered to be 5 + 3 + 1 ( more k). 5 + 3 + 1 = 6, which is divisible by 6, so we can assume that that $2n^3 + 3n^2 + n$ is divisible by 6 for any natural number $n$, which is what we were trying to prove.",2,2,2,1,2,0,0,"Seth"
"93","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","We start with the base case of n = 0 because n is a natural number. We then have 2(0) + 3(0) + 0 which is 0, and this is divisle by 6, so we have proven the base case holds.

Now our inductive hypothesis that there is some k that which for all n in 0..k that 2n^3 + 3n^2 + n is divisible by 6.

Our inductive step is that 2(k + 1)^3 + 3(k + 1)^2 + k + 1 is divisible by 6.

Expanding out the inductive step we have the expression 2k^3 + 6k^2  + 6k + 2 + 3k^2 + 6k + 3 + k + 1, which we are testing if 6 divides. Combining like terms of this expression we have 2k^3 + 9k^2 + 13K + 6. But from the inductive hypothesis we know 2k^3 + 3k^2 + k is divisible by 6, so if we remove this from the previous expression, all we have to do is prove that the remainder of that is divisible by 6 as well. The difference/remainder of 2k^3 + 9k^2 + 13K + 6 and 2k^3 + 3k^2 + k is 6k^2 + 12k + 6. Factoring the 6 out of this we have 6(k^2  + 2k + 1), and since k is an integer, that means k^2 + 2k + 1 is an integer and that subsequently there is some integer where 6(k^2 + 2k + 1) is divisible by 6. This all means that 2(k + 1)^3 + 3(k + 1)^2 + k + 1 is divisible by 6 which is what we were trying to show.",2,2,2,2,2,2,2,"Seth"
"94","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Proof by induction on n.    
Inductive prediction: $2n^3+3n^2+n$ is divisible by 6 for $all \space n \in \mathbb N$        
Base cases: when n = 0, $2n^3+3n^2+n=0$ which is obviously divisible by 6, so P(0) holds.       
Inductive hypothesis: $2n^3+3n^2+n$ is true for all n in 0...k, $k \in \mathbb N$       
Inductive steps: we need to prove $2n^3+3n^2+n$ is also true for k+1.       
when n = k+1, $P(k+1)=2(k+1)^3+3(k+1)^2+k+1$        
$=2k^3+6k^2+6k+2 + 3k^2+6k+3+k+1$       
Since $P(k+1)-P(k)=P(k+1)-2k^3-3k^2-k$      
$=6k^2+12k+6$       
$=6(k+1)^2$ which is obviously divisible by 6   
From the inductive hypothesis we can know that $P(k)$ is divisible by 6     
Thus, $P(k+1) = P(k) + 6(k+1)^2$        
Because both parts is divisible by 6,   
Then $P(k+1)$ is also divisible by 6, which is what we need to prove.",2,2,2,1,1,2,2,"Seth"
"95","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Sorry, I don't have time. But I believe I did a similar one in the first proof block exam. ",0,0,0,0,0,0,0,"Seth"
"96","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","3",0,0,0,0,0,0,0,"Seth"
"97","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","When $n = 0, 2(0)^3+3(0)^2+0 = 0$ which is divisible by $6$. 

For some $k, 2n^3+3n^2+n$ is always divisible by $6$ for each $k$ in $1, 2, 3, ..., k$.

We need to show that $2(k+1)^3+3(k+1)^2+k+1$ is divisible by $6$.  
Multiplying out, we get $2k^3+9k^2+13k+6 $ or $(2k^3+3k^2+k)+(6k^2+12k+6)$.  
Comparing the two polonomials encapusulated in parentheses, $(2k^3+3k^2+k)$ matches nicly with the claim. The bit that is added on, $(6k^2+12k+6)$ is divisible by $6$ because each term is a multiple of $6$.  
Therefore, the original claim is true.",2,2,1,2,2,2,1,"Seth"
"98","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Base case: For our base case, when n = 0, 2(0)^3 + 3(0)^2 + 0 = 0 and 0 is divisible by 6.

Inductive hypothesis: For the inductive hypothesis, suppose that for some k, 2(n)^3 + 3(n)^2 + n is divisible by 6 for each n in 0, 1, ..., k - 1.

Inductive step: Now we need to show that 2(k)^3 + 3(k)^2 + k is divisible by 6.",2,2,2,2,2,0,0,"Seth"
"99","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","We will use proof by induction.

Base case: Starting with n = 0, we know that 2n^3 + 3n^2 + n = 0 which is divisible by 6 since 0 = 0 * 6 (zero is divisible by everything).

Next, the inductive hypothesis is that for any number n, 2n^3 + 3n^2 + n is divisible by 6 for every value n in 0...k 

We need to prove that k+1 works, so 2(k+1)^3 + 3(k+1) + (k+1) is divisible by 6. This is the inductive step.

Pulling out the k+1, we get (k+1)(2(k+1)^2 + 3(k+1) + k+1) = (k+1)(2k^2 + 4k + 2 + 3k + 1 + k + 1) = (k+1)(2k^2 + 6k + 4) = (k+1)(k+2)(2k+2)(k+1) = 2(k+1)(k+1)(k+1)(k+2) which is divisible by both 2 and 3, so it's also divisible by 6. So, for any natural number n, 2n^3 + 3n^2 + n is divisible by 6.",2,2,2,2,2,0,0,"Seth"
