"","Assessment","Question","Proof","Identify.Base.Case","Prove.Base.Case","Hypothesis.is.stated","Hypothesis.is.given.some.bound","Goal.is.Clear","Expression.of.Size.k.1.is.decomposed.into.expression.of.size.k","Inductive.Hypothesis.is.applied","Graded.By"
"56","Exam 4","learningStudy/WrittenInduction_Sum_v3","Let's prove the claim $\sum_{p=0}^{n}(p*p!)=(n+1)!-1$, for all natural numbers $n$.

For our base case, let $n=0$. $\sum_{p=0}^{0}(p*p!)=(0*0!)=(0*1)=0$. Likewise, $(0+1)!-1=1!-1=1-1=0$. Therefore, our base case supports the presented claim.

Let the inductive hypothesis suppose that for some $k$, $\sum_{p=0}^{n}(p*p!)=(n+1)!-1$ for each $n$ in $0...k$.

We must prove that $\sum_{p=0}^{k+1}(p*p!)=((k+1)+1)!-1$.

We can write the summation to be $\sum_{p=0}^{k+1}(p*p!)=((k+1)*(k+1)!)+\sum_{p=0}^{k}(p*p!)$.

Since we know that $\sum_{p=0}^{k}(p*p!)=(k+1)!-1$, we can rewrite the right side of the equation as $((k+1)*(k+1)!)+(k+1)!-1$.

Rearranging the right side again, we get $\sum_{p=0}^{k+1}(p*p!)=(k+1)!*((k+1)+1)-1$.

Since $((k+1)+1)!=((k+1)+1)*(k+1)!$, we can further simplify the right side of the equation to be $\sum_{p=0}^{k+1}(p*p!)=((k+1)+1)!-1$, which is what we needed to show.",2,2,2,2,2,2,2,"yael"
"57","Exam 4","learningStudy/WrittenInduction_Sum_v3","Base case: When n = 0, left =0, right = 0, so the claim is correct.

Hypothesis: for some integer k > 0, the claim is correct for n = 0,1,2...k-1.

Try to prove that the claim is corrct for n = k.

$\sum_{p = 0}^{k}(p*p!)$ = $\sum_{p=0}^{k - 1}$ + k*k! = k! - 1 + k*k! = (k+1)! - 1 = right

Then for all natural numbers n, the claim is correct.",2,1,2,2,2,2,2,"yael"
"58","Exam 4","learningStudy/WrittenInduction_Sum_v3","Prove by induction of n.

We will prove that $\sum_{p = 0}^{n} (p * p!) = (n+1)! - 1$ for all natural numbers n.

First, we will prove the base case. Suppose that n = 0.  $\sum_{p = 0}^{0} = (0 * 0!) = 0$, and $(0 + 1)! - 1 = 0$. So the claim holds true for n = 0.

Induction hypothesis: $\sum_{p = 0}^{n}  (0 * 0!) = (n + 1)! - 1$ for when n = some k in $(0, 1, 2, ..., k - 1)$, where k is a natural number. 

We will need to prove that the claim holds true for k. Simplifying, $\sum_{p = 0}^{k} = (p * p!) = $, and the sum of this is $k! * (k! * $ 
and for $k, (k + 1)! - 1 $

So, for all natural numbers n, $\sum_{p = 0}^{n} (p * p!) = (n+1)! - 1$, which is what we were trying to prove.
",2,2,2,2,2,2,2,"yael"
"59","Exam 4","learningStudy/WrittenInduction_Sum_v3","Let n be any natural number. 

Base case: n = 0:   
(0*0!) = 0  
(0+1)! - 1 = 0

Base case: n = 1:   
(1*1!) = 1  
(1+1)! - 1 = 1

Therefore, $\sum_{p=0}^{n} (p*p!) = (n+1)! - 1$. QED.",2,2,0,0,0,0,0,"yael"
"60","Exam 4","learningStudy/WrittenInduction_Sum_v3","?",0,0,0,0,0,0,0,"yael"
"61","Exam 4","learningStudy/WrittenInduction_Sum_v3","Our base case is that when p=0, (0*0!) = 0. And, (0+1)!-1 = 1-1 = 0.

Inductive hypothesis is that for an integer k,  $\sum_{p=0}^{n}$ (p*p!) should = (k+1)!-1 from k values 0...k

Suppose k = 3. $\sum_{p=0}^{3}$ (p*p!) = (0*0)+(1*1)+(2*2)+(3*6)=23. And (3+1)!-1 = 24-1 = 23.

This same logic can be applied for k=1, and for any other numbers greater than 0.

Therefore, the claim is proven to be true.",2,2,2,2,0,0,0,"yael"
"62","Exam 4","learningStudy/WrittenInduction_Sum_v3","Proof inducted on n.
P(n) predicated over all natural numbers n.
Base case: For P(0), $\sum_{p = 0}^{0}$(p * p!) = 0, and (0 + 1)! - 1 = 0, so P(0) holds.
Inductive hypothesis: $\sum_{p = 0}^{n}$(p * p!) = (n + 1)! - 1 for n = 0,1, ... , k - 1 (where k >= 2).
Inductive step: We need to prove $\sum_{p = 0}^{k}$(p * p!) = (k + 1)! - 1.
It is easy to see that $\sum_{p = 0}^{k}$(p * p!) = $\sum_{p = 0}^{k - 1}$(p * p!) + k * k!.
By the inductive hypothesis, $\sum_{p = 0}^{k - 1}$(p * p!) = k! - 1.
Combining these two facts, $\sum_{p = 0}^{k}$(p * p!) = k! - 1 + k * k! = k! * (k + 1) - 1 = (k + 1)! - 1, which is what we needed to prove.
",2,2,2,2,2,2,2,"yael"
"63","Exam 4","learningStudy/WrittenInduction_Sum_v3","i don't know induction and wasn't provided any documentation",0,0,0,0,0,0,0,"yael"
"64","Exam 4","learningStudy/WrittenInduction_Sum_v3","Base case:  

Checking for $n = 1$ and $n = 2$, LHS = $\sum_{n = 1}^{1} (p*p!)= 1*1! = 1$. RHS = $(1 + 1)! - 1) = 2 - 1 = 1$. As LHS = RHS, this claim holds true for $n = 1$. For $n = 2$, LHS = $\sum_{p = 0}^{2} (p*p!) = 1*1! + 2*2! = 1 + 4 = 5$. RHS = $(2 + 1)! - 1 = 5$. As once again, LHS = RHS, the claim holds true for $n = 2$.   

Now, let $P(n)$ be true for some $k$.  
$\rightarrow \sum_{p = 0}^{k} (p*p!) = (k + 1)! - 1$. 

Taking this for some $k + 1$, we get LHS = $\sum_{p = 0}^{k + 1} (p*p!)$. This is equal to $\sum_{p = 0}^{k} (p*p!) + (k+1)(k+1)!.$  
$= (k+1)! - 1 + (k+1)*(k+1)! = (k + 1)!(1+k+1) - 1 = (k + 2)! - 1$.  
This is equal to the right hand side, therefore, $P(n)$ holds for $n \in 1, 2, 3, ... k+1$.  
Therefore, by induction, $P(n)$ holds for $n \in 1,2,3,...k$, and the claim is true. ",0,1,2,2,2,2,2,"yael"
"65","Exam 4","learningStudy/WrittenInduction_Sum_v3","Proof by induction for n

Induction predicate: $\sum_{p = 0}^{n}$(p * p!) = (n + 1)! - 1 for all natural numbers n

Base case: For n = 0, $\sum_{p = 0}^{0}$(p * p!) = 0, which is equal to (0 + 1)! - 1 = 0

Induction hypothesis: $\sum_{p = 0}^{n}$(p * p!) = (n + 1)! - 1 for n in 0...k - 1

Induction step: $\sum_{p = 0}^{k}$(p * p!) = (k + 1)! - 1

which is what we wanted to prove",2,2,2,2,2,0,0,"yael"
"66","Exam 4","learningStudy/WrittenInduction_Sum_v3","a",0,0,0,0,0,0,0,"yael"
"67","Exam 4","learningStudy/WrittenInduction_Sum_v3","The base case: The claim is true when p = 0, and when p = 1. The inductive hypothesis is that there is some value k in the natural numbers such (n*n!) = (n+1)!-1 from 0, 1, 2 ... k. The inductive step is (k*k!) = (k+1)!-1. qed",2,0,1,2,0,0,0,"yael"
"68","Exam 4","learningStudy/WrittenInduction_Sum_v3","For our base case, not that when n = -1, (n + 1)! - 1 = 1.

Next, suppose as our Inductive Hypothesis that for some k, $\sum_{p=0}^{n}$(p*p!) = (n + 1)! - 1 for n = 0 ... k.

Now to finish we need to show that $\sum_{p=0}^{k - 1}$ (p*p!)= (k)! - 1.

When k = 0, k! - 1 = 0.

For all integers k >= 0, $\sum_{p=0}^{k - 1}$ (p*p!)= (k)! - 1.

Therefore, $\sum_{p=0}^{n}$(p*p!) = (n + 1)! - 1. QED

",0,0,2,2,0,0,0,"yael"
"69","Exam 4","learningStudy/WrittenInduction_Sum_v3","sorry I don't know how to write proofs",0,0,0,0,0,0,0,"yael"
"70","Exam 4","learningStudy/WrittenInduction_Sum_v3","Claim: $\sum_{p=0}^{n} (p*p!) = (n+1)!-1$ for all natural numbers $n$

Base case:

$n=0$: The left hand side is $\sum_{p=0}^{0} (p*p!) = (0*0!)  = 0 $. The right hand side is $(0+1)!-1 = 1! -1 = 0$. Because both sides are equal to $0$, $P(1)$ is satisfied.

We hypothesize $\sum_{p=0}^{n} (p*p!) = (n+1)!-1$ is true for some natural number $k$ from $1,2,3...k-1$.

Therefore, we need to prove $\sum_{p=0}^{k} (p*p!) = (k+1)!-1$

Starting from the left hand side, $\sum_{p=0}^{k} (p*p!) = \sum_{p=0}^{k-1} (p*p!) + (k*k!)$

From the induction hypothesis, $\sum_{p=0}^{k-1} (p*p!) = ((k-1)+1)!-1 = (k)! -1$. Therefore, $\sum_{p=0}^{k} (p*p!) = (k!) - 1 + (k*k!)$ factoring out $k!$ gives $(k!)*(k+1) - 1$, or $(k+1)! - 1$. This shows that $\sum_{p=0}^{k} (p*p!) = (k+1)!-1$.",2,2,2,2,2,2,2,"yael"
"71","Exam 4","learningStudy/WrittenInduction_Sum_v3","base case: when$n=1,1!=2!-1$

assume when $n=1,2...k, \sum_{p=0}^k (p \cdot p!) = (k+1)! - 1$

when $n=k+1, \sum_{p=0}^{k+1} (p \cdot p!) = \sum_{p=0}^k (p \cdot p!)+(k+1)(k+1)=(k+1)!(k+1+1)-1=(k+2)!-1$

QED.

",2,2,2,2,2,2,2,"yael"
"72","Exam 4","learningStudy/WrittenInduction_Sum_v3","$\sum_{xxx}^{yyy}$$\sum_{xxx}^{yyy}$$\sum_{xxx}^{yyy}$$\sum_{xxx}^{yyy}$$\sum_{xxx}^{yyy}$$\sum_{xxx}^{yyy}$$\sum_{xxx}^{yyy}$$\sum_{xxx}^{yyy}$

$\sum_{xxx}^{yyy}$$\sum_{xxx}^{yyy}$$\sum_{xxx}^{yyy}$$\sum_{xxx}^{yyy}$$\sum_{xxx}^{yyy}$$\sum_{xxx}^{yyy}$$\sum_{xxx}^{yyy}$$\sum_{xxx}^{yyy}$

$\sum_{xxx}^{yyy}$$\sum_{xxx}^{yyy}$                                                $\sum_{xxx}^{yyy}$$\sum_{xxx}^{yyy}$

$\sum_{xxx}^{yyy}$$\sum_{xxx}^{yyy}$$\sum_{xxx}^{yyy}$$\sum_{xxx}^{yyy}$

$\sum_{xxx}^{yyy}$$\sum_{xxx}^{yyy}$$\sum_{xxx}^{yyy}$$\sum_{xxx}^{yyy}$

$\sum_{xxx}^{yyy}$$\sum_{xxx}^{yyy}$$\sum_{xxx}^{yyy}$$\sum_{xxx}^{yyy}$

$\sum_{xxx}^{yyy}$$\sum_{xxx}^{yyy}$$\sum_{xxx}^{yyy}$$\sum_{xxx}^{yyy}$",0,0,0,0,0,0,0,"yael"
"73","Exam 4","learningStudy/WrittenInduction_Sum_v3","Let n be a natural number, and we solve the predicate by proof of induction. For our base case, we try when n = 0. In this case, the summation would be 0*0! which is = 0, while the right side of the equation would be (0+1)! - 1 = 0, so our base case holds true. For our inductive hypothesis, we argue that the summation of 0 to to n of (p*p!) = (n+1)! - 1 for all natural numbers n from 0 to k. We will try to show that the summation from 0 to k of (p*p!) = (k+1)! - 1. (p*p!) for all n from 0 to k is just (k+1)! - 1, which means our proof comes out to be true.",2,2,1,2,0,0,0,"yael"
"74","Exam 4","learningStudy/WrittenInduction_Sum_v3","",0,0,0,0,0,0,0,"yael"
"75","Exam 4","learningStudy/WrittenInduction_Sum_v3","Base Cases when $n = 0$, $\sum_{p=0}^{0}(p*p!)=0$ and $(n+1)! - 1 = 0$

Next, suppose for our inductive hypothesis that for some $k$, $\sum_{p=0}^{n}(p*p!)=(n+1)! - 1$ for all $n$ in $0..k$

Now to finish we need to show that $\sum_{p=0}^{k}(p*p!)=(k+1)! - 1$
",2,2,2,2,1,0,0,"yael"
"76","Exam 4","learningStudy/WrittenInduction_Sum_v3","Base case: N = 0. (0 * 0!) = (0 + 0)! - 1  so 0 = 1 * 1 - 1 so 0 = 0.

Induction hypothesis: $\sum_{p = 0}^{n}$ (n * n!) = (n + 1)! - 1 is true for 0, ..... k.

Inductive step: $\sum_{p = 0}^{k + 1}$ ((k+1) * (k + 1)!) = (k + 2)! - 1 is true.

(k + 1) * (k + 1)(k) = (k + 1) * (k^2 + k) = k^3 + k^2 + k^2 + k = k^3 + 2k^2 + k

(k + 2)! - 1 = (k + 2) * (k + 1) * (k) - 1 = (k^2 +3k + 2)(k) - 1 = k^3 + 3k^2 + 2k - 1

Those don't equal each other so oops.",2,2,2,2,2,0,0,"yael"
"77","Exam 4","learningStudy/WrittenInduction_Sum_v3","I dont know ",0,0,0,0,0,0,0,"yael"
"78","Exam 4","learningStudy/WrittenInduction_Sum_v3","Inductive predicate $P(n)$: $\sum_{p=0}^n(p\cdot p!)=(n+1)!-1$

Base case: consider $n=0$. Then $\sum_{p=0}^n(p\cdot p!)=\sum_{p=0}^0(p\cdot p!)=0\cdot0!=0$ and $(n+1)!-1=(0+1)!-1=1-1=0$.

Inductive hypothesis: suppose for some $k\in\mathbb{N}$, $k>0$, $P(n)$ holds for each $n$ in $0,1,\cdots,k-1$ (that is, for some $k\in\mathbb{N}$, $k>0$, $\sum_{p=0}^n(p\cdot p!)=(n+1)!-1$ holds for each n in $0,1,\cdots,k-1$).

Inductive step: we will now show that $P(k)$ holds (that is, $\sum_{p=0}^k(p\cdot p!)=(k+1)!-1$ holds).

$\sum_{p=0}^k(p\cdot p!)=k\cdot k!+\sum_{p=0}^{k-1}(p\cdot p!)$

From the inductive hypothesis, this can be rewritten as $k\cdot k!+(k-1+1)!-1=k\cdot k!+k!-1$

Rearranging, we get $(k+1)k!-1=(k+1)!-1$, which is what we needed to show.",2,2,2,2,2,2,2,"yael"
"79","Exam 4","learningStudy/WrittenInduction_Sum_v3","Forgot Inductive Proofs Fully

All I remember:
Inductive Claim -> Base Case -> Inductive Hypothesis",0,0,0,0,0,0,0,"yael"
"80","Exam 4","learningStudy/WrittenInduction_Sum_v3"," (p + 1)!  = p!* (p +1)

p * p! = p! * (p +1 - 1)

$\sum_{0}^{n}$ = (n +1)! -1",0,0,0,0,0,0,0,"yael"
"81","Exam 4","learningStudy/WrittenInduction_Sum_v3","We are performing induction on $n$.

The inductive hypothesis is that for ",0,0,0,0,0,0,0,"yael"
"82","Exam 4","learningStudy/WrittenInduction_Sum_v3","For our base case, when $n=0$, $\sum_{p=0}^{n}(p*p!) =0$ and $(0+1)!-1=0$.

Suppose as our inductive hypothesis that $\sum_{p=0}^{n}(p*p!) =(n+1)!-1$ for each $n$ in $0 ... (k-1)$ (where $k\geq 1$).

Now we must show that $\sum_{p=0}^{k}(p*p!) =(k+1)!-1$.

By the definition of a factorial, we know that $(k+1)!=(k+1)((k)!)$. Similarly, by the definition of a sum we know that $\sum_{p=0}^{k}(p*p!)= \sum_{p=0}^{k-1}(p*p!) + (k*k!)$.

$\sum_{p=0}^{k-1}(p*p!) =(k)!-1$ as stated in the inductive hypothesis. 
With this, along with what was just found above, we can substitute both sides of $\sum_{p=0}^{k}(p*p!) =(k+1)!-1$ to the equivalent 
$\sum_{p=0}^{k-1}(p*p!) + (k*k!) = (k+1)((k)!) -1$.

If we substitute the sum for its equivalent equation, we are left with $(k)!-1 + (k*k!) = (k+1)((k)!) -1$. This can be further simplified to $(k)! + (k*k!) = (k+1)((k)!)$.

By distributing the $k!$ on the right side, we end up with $(k)! + (k*k!) = (k*k!)+(k)!$, which is a true statement, meaning that $\sum_{p=0}^{k-1}(p*p!) + (k*k!) = (k+1)((k)!) -1$",2,2,2,2,2,2,2,"yael"
"83","Exam 4","learningStudy/WrittenInduction_Sum_v3","I don't really know how to write proofs using induction.",0,0,0,0,0,0,0,"yael"
"84","Exam 4","learningStudy/WrittenInduction_Sum_v3","For our base case,  $\sum_{p = 0}^{0}(0 * 0!) = 0$ and $(0 + 1)! - 1 = 0$.

Suppose for our Inductive Hypothesis that for some k, $\sum_{p = 0}^{n}(p * p!) = (n + 1)! - 1$ for each n in 0 ...k.

(k * (k+1)!) = (k + 2)! -1

and (k + 1 + 1)! - 1 =  (k + 2)! -1

Since the claim holds for k, $\sum_{p = 0}^{n}(p * p!) = (n + 1)! - 1$  for all natural numbers n.

",2,2,2,2,0,0,0,"yael"
"85","Exam 4","learningStudy/WrittenInduction_Sum_v3","Let's prove proposition *n* by induction. Let *n* mean that $\sum_{p=0}^{n}$ (p * p!) = (n+1)! - 1 for all natural numbers *n*, where *n* is 0, 1, 2, 3, ..., k. This means that we have to prove that $\sum_{p=0}^{k+1}$ ((k+1) * (k+1)!) = (k+2)! - 1. For base case n = 0, $\sum_{p=0}^{n}$ (p * p!) = 0 and (n+1)! - 1 = 0, which means that proposition holds true. For k+1, $\sum_{p=0}^{k+1}$ ((k+1) * (k+1)!) = (k+2)! - 1. This means that $\sum_{p=0}^{n}$ (p * p!) = (n+1)! - 1, which is what we needed to prove.",2,2,1,2,2,0,0,"yael"
"86","Exam 4","learningStudy/WrittenInduction_Sum_v3","
Base case: when n = 0(0*1) = 1 - 1 = 0
We need to prove the expression is true for n = 1, 2, ...n

",2,2,0,0,0,0,0,"yael"
"87","Exam 4","learningStudy/WrittenInduction_Sum_v3","Proof by induction on $n$  
Base case: For $n=0$, $\sum_{p=0}^n(p\cdot p!) = 0$ and $(n+1)! - 1 = 0$, so the base case holds.  
Inductive hypothesis: For all $n = 0,...,k$, $\sum_{p=0}^n(p\cdot p!) = (k+2)! - 1$  
Inductive step: Prove that for $n = k+1$, $\sum_{p=0}^{k+1}(p\cdot p!) = (k+3)! - 1$  
$\sum_{p=0}^{k+1}(p\cdot p!) = (k+1)\cdot(k+1)! + \sum_{p=0}^k(p\cdot p!) = (k+1)\cdot(k+1)! + (k+2)! - 1$  
$(k+3)! - 1 = ?$",2,1,1,2,1,0,0,"yael"
"88","Exam 4","learningStudy/WrittenInduction_Sum_v3","From the information given, we can construct our inductive predicated as follows $\sum_{p=0}^{n}$(p*p!) = (n+1)! - 1

Base Case(s): In case 1, n = 0, so $\sum_{p=0}^{0}$(0*0!) = 0 = (0+1)! - 1. In case 2, n = 1, so $\sum_{p=0}^{1}$(1*1!) = 1 = (1+1)! - 1.

Inductive Hypothesis: Next, suppose that for some k, $\sum_{p=0}^{n}$(p*p!) = (n+1)! - 1 is true for n = 0 ... k - 1.

Inductive Step: Now we must show that $\sum_{p=0}^{k+1}$(p*p!) = ((k+1)+1)! - 1.

... (UNSURE OF INTERMEDIATE STEPS TO GET TO RESULT)

Final Result: Therefore we can see that $\sum_{p=0}^{k+1}$(p*p!) = ((k+1)+1)! - 1, which is what we wanted to show.",2,2,2,2,1,0,0,"yael"
"89","Exam 4","learningStudy/WrittenInduction_Sum_v3","For our base case, note that when n = 0, $\sum_{p=0}^{0}(p*p!) = 0 $ and that $(0+1)! - 1  = 0$  
Next for our Inductive Hypothesis, suppose for some k, $\sum_{p=0}^{n}(p*p!) = (n+1)! - 1$ where $n = (0,...k)$ where k >= 0  
Now, to finish our proof we must prove that  $\sum_{p=0}^{k-1}(p*p!) = (k)! - 1$    
I don't remember what I did after this.",2,2,2,2,1,0,0,"yael"
"90","Exam 4","learningStudy/WrittenInduction_Sum_v3","We can start this proof with the proof of all number n-1:",0,0,0,0,0,0,0,"yael"
"91","Exam 4","learningStudy/WrittenInduction_Sum_v3","Proof by induction.

Inductive predicate: $\sum_{p=0}^{n}$(p*p!) = (n+1)! - 1 for all natural numbers n.

Base case: For n=0 $\sum_{p=0}^{n}$(p*p!) = 0*0! = 0 = (0 + 1)! - 1 = 1 - 1 = 0.

Suppose that for all n = 0, ... k for k >= 0, $\sum_{p=0}^{n}$(p*p!) = (n+1)! - 1

We will prove that $\sum_{p=0}^{k+1}$(p*p!) = (k+2)! - 1 for all n = 0, ... k+1.

$\sum_{p=0}^{k+1}$(p*p!) = $\sum_{p=0}^{k}$(p*p!) + $\sum_{k+1}^{k+1}$((k+1)*(k+1)!).

Thus $\sum_{p=0}^{k+1}$(p*p!) = (k+1)! - 1 + (k+1)*(k+1)!

Rearrange this as (k+1)(k+1)! + (k+1)! - 1 and subsequently (k+1)! * ((k+1) + 1) - 1

This is equal to (k+2)(k+1)! - 1, and subsequently equal to (k+2)! - 1.

This is what we needed to show.
",2,2,2,2,2,1,1,"yael"
"92","Exam 4","learningStudy/WrittenInduction_Sum_v3","Base Case: when n = 0, $\sum_{p=0}^{0}$(p*p!) = 0 and (0 + 1)! - 1 = 0. Inductive hypothesis: for some k, $\sum_{p=0}^{n}$(p*p!) = (n + 1)! - 1 for each n in 0...k - 1. Now we must prove $\sum_{p=0}^{k}$(p*p!) = (k + 1)! - 1
",2,2,2,2,2,0,0,"yael"
"93","Exam 4","learningStudy/WrittenInduction_Sum_v3","Proof by induction on $n$.  
The inductive predicate is $P(n): \sum_{p=0}^{n}(p*p!)=(n+1)!-1$.  
The base case is when $n=0$. $\sum_{p=0}^{0}(p*p!)=0*0!=0*1=0$. And $(0+1)!-1=1-1=0$.
 So $P(0)$ holds.  
 
 The inductive hypothesis is that for some natural number $k$ such that $\sum_{p=0}^{n}(p*p!)=(n+1)!-1$ is true for each $n$ in $0 \dots k-1$. Then, the inductive step is to show that $P(k)$ holds.  
 So, we need to show that $\sum_{p=0}^{k}(p*p!)=(k+1)!-1$.  
 Separating the last term from the summation, we have $\sum_{p=0}^{k}(p*p!)=(\sum_{p=0}^{k-1}(p*p!))+k*k!$.  
 But we know from the inductive hypothesis that $\sum_{p=0}^{k-1}(p*p!)=k!-1$. Substituting this in the previous equation, we have $\sum_{p=0}^{k}(p*p!)=k*k!+k!-1=k!(k+1)-1$. But $k!(k+1)$ is just $(k+1)!$.  
 So we have $\sum_{p=0}^{k}(p*p!)=(k+1)!-1$, which is what we needed to show.",2,2,2,2,2,2,2,"yael"
"94","Exam 4","learningStudy/WrittenInduction_Sum_v3","I'm not sure how to write this proof.",0,0,0,0,0,0,0,"yael"
"95","Exam 4","learningStudy/WrittenInduction_Sum_v3","For our base case, we can see that when n = 0

The sum of p*p! from p = 0 to 0 is infact 0 and (0 + 1)! -1 is also 0.

The induction hypothesis would be that it is also true for all natural numbers n from 0...k

$\sum_{p = 0}^{k}$ (p*p!) would mean k * k! + (k-1) * (k - 1)! + (k - 2) * (k - 2)!... 0 * 0!

The sums that come after the k * k! actually add up to transform the k * k! into (k+1)! - 1 as the previous iteration adds to the next to bring the sum up except for when p = 0.

Thus, we can state that the original claim is true by induction.",2,2,2,2,1,1,0,"Ben"
"96","Exam 4","learningStudy/WrittenInduction_Sum_v3","Base case: when n = 1,  $\displaystyle\sum_{p=0}^1 (p \cdot p!)$ = 1, and $(n+1)! - 1$ is 1. So, $\displaystyle\sum_{p=0}^1 (p \cdot p!) = (n+1)! - 1$ is true.

Assume that for all natural numbers k, $\displaystyle\sum_{p=0}^k (p \cdot p!) = (k+1)! - 1$ is true.

Prove that $\displaystyle\sum_{p=0}^{k+1} (p \cdot p!)  = (k+2)! - 1$ is true.

$\displaystyle\sum_{p=0}^{k+1} (p \cdot p!)$ = $\displaystyle\sum_{p=0}^k (p \cdot p!) + (k+1)*(k+1)!$ 

= $(k+1)! - 1 +(k+1)*(k+1)!$

= $(k+1)!*(k+2) -1$

= $(k+2)! - 1$

Therefore,  $\displaystyle\sum_{p=0}^{k+1} (p \cdot p!)  = (k+2)! - 1$ is true.
Since n=1 is true, and n = k+1 is true while n = k is true. By induction, the claim is true.

",2,2,2,1,2,2,2,"Ben"
"97","Exam 4","learningStudy/WrittenInduction_Sum_v3","For our base case, let n = 0. (0+1)! -1 = 0 and the sum of 0 * 0! is also 0 so the base case is set.

We must prove this is true for all numbers from k to k-1.

(k-1 + 1)! - 1 is equal to the summation from p=0 to k-1 of (k-1 * (k-1)! proving this claim true.",2,2,2,1,1,0,0,"Ben"
"98","Exam 4","learningStudy/WrittenInduction_Sum_v3","Proof: 
Base Case: n = 0 and n = 1. When n = 0, $\sum_{p=0}^{n}(p*p!)$ = 0 = (n + 1)!-1. When n = 1, $\sum_{p=0}^{n}(p*p!)$ = 1 = (n + 1)!-1
For some integer k, $\sum_{p=0}^{n}(p*p!)$ = (n + 1)!-1 when n is from 0...k.
By inductive reasoning, $\sum_{p=0}^{n}(p*p!)$ = (n + 1)!-1",2,2,2,2,0,0,0,"Ben"
"99","Exam 4","learningStudy/WrittenInduction_Sum_v3","Let n be a natural number.  
For our base case, note that when n=1, $\sum_{p=0}^{n}$(p p!)=   
Suppose that for some k,$\sum_{p=0}^{n}$(p p!)= (n+1)!-1 for each n in 1 .... k.  
Now we must show that $\sum_{p=0}^{k+1}$(p p!)= ((k+1)+1)!-1.",2,0,2,2,2,0,0,"Ben"
"100","Exam 4","learningStudy/WrittenInduction_Sum_v3","Proof by induction on n. Predicate: $\sum_{p=0}^{n}$(p*p!) = (n+1)! - 1 for all natural numbers n. Suppose that $\sum_{p=0}^{n}$(p*p!) = (n+1)! - 1 for n = 0, 1, ..., k. The base case is n = 0, where $\sum_{p=0}^{0}$(p*p!) = 0 and and (0+1)! - 1 = 0. Then we have to prove that $\sum_{p=0}^{k+1}$(p*p!) = (k+2)! - 1. 

$\sum_{p=0}^{k+1}$(p*p!) = $\sum_{p=0}^{k}$(p*p!) + (k+1)*(k+1)!. Using our inductive hypothesis, this becomes (k+1)! - 1 + (k+1)*(k+1)!. We can make this (k+1)!*(1 + (k+1)) - 1 = (k+2)! - 1, which is what we wanted to show.",2,2,2,2,2,2,2,"Ben"
"101","Exam 4","learningStudy/WrittenInduction_Sum_v3","Base case: $n=0$.  
$\quad$$\sum_{p=0}^{0}(p*p!)=0$.  
$\quad$$(0+1)!-1=0$.  
Base case is true.  
Induction hypothesis: For any natural number $n=0,1,...,k$, $\sum_{p=0}^{n}(p*p!)=(n+1)!-1$.  
Induction step: Prove induction hypothesis for $n=k+1$.  
$\quad$$\sum_{p=0}^{k+1}(p*p!)=$$(k+1)*(k+1)!+\sum_{p=0}^{k}(p*p!)$.  
$\quad$$\sum_{p=0}^{k}(p*p!)=(k+1)!-1$ by the induction hypothesis.  
$\quad$$(k+1)(k+1)!+(k+1)!-1=(k+1)!(k+1+1)-1$.  
$\quad$$(k+1)!(k+2)=(k+2)!$.  
$\quad$$(k+2)!-1$",2,2,2,2,2,2,2,"Ben"
"102","Exam 4","learningStudy/WrittenInduction_Sum_v3","no idea",0,0,0,0,0,0,0,"Ben"
"103","Exam 4","learningStudy/WrittenInduction_Sum_v3","proof:

Base case:when n = -1, $\sum_{p=0}^{n}$(p.p!) = (n+1)!- 1 = 0",1,2,0,0,0,0,0,"Ben"
"104","Exam 4","learningStudy/WrittenInduction_Sum_v3","let n = 0

$\sum_{p=0}^{0}$ = 0 and (0 + 1)! -1 = 0.

inductive hypothesis: for every 0...k, $\sum_{p=0}^{k}$ = n and (k + 1)! -1 = n.

by induction, this holds true for k +1
",2,2,1,1,0,0,0,"Ben"
"105","Exam 4","learningStudy/WrittenInduction_Sum_v3","Proof by induction on n.

Inductive predicate: $\sum_{p=0}^{n}(p*p!)=(n+1)! - 1$, for all natural numbers $n.$

Base case: for n = 0, $\sum_{p=0}^{0}(p*p!) = 0$ and $(0 + 1)! - 1 = 0$

Inductive hypothesis: For some k, $\sum_{p=0}^{n}(p*p!)=(n+1)! - 1$ for each $n$ in $0...k$

Inductive step: Now to finish we need to show that $\sum_{p=0}^{k + 1}(p*p!)=((k + 1)+1)! - 1$

Therefore $\sum_{p=0}^{n}(p*p!)=(n+1)! - 1$, for all natural numbers $n.$",2,2,2,2,2,0,0,"Ben"
